time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1729114988328036900,0.406036865234375,0.8661038279533386,0,-0.005855003837496042,0.49982988834381104,0.010142429731786251,0.005853045266121626,-2.0947978496551514
1729114988383585800,0.461585693359375,0.8444099426269531,0,-0.007801486644893885,0.5356407761573792,0.013176146894693375,0.00835768599063158,-2.0110764503479004
1729114988439162400,0.517162353515625,0.845721423625946,0,-0.007812319789081812,0.533567488193512,0.01321493647992611,0.008336897008121014,-2.0159831047058105
1729114988494715400,0.57271533203125,0.8541539311408997,0,-0.007811454590409994,0.5199615955352783,0.01334520522505045,0.00812340248376131,-2.0479977130889893
1729114988550246400,0.628246337890625,0.8480095863342285,0,-0.005616527050733566,0.5299511551856995,0.00952605064958334,0.005953005515038967,-2.024515390396118
1729114988605830000,0.683829833984375,0.8489314317703247,0.0000034138379305659328,-0.00781573448330164,0.5284451842308044,0.013274495489895344,0.008254672400653362,-2.028073310852051
1729114988661400800,0.73940087890625,0.8496074080467224,9.849054549704306e-7,-0.007818525657057762,0.5273577570915222,0.013287235982716084,0.008244739845395088,-2.0306341648101807
1729114988716934000,0.794933837890625,0.8496131896972656,0.00043371831998229027,-0.008197439834475517,0.5273424983024597,0.014387687668204308,0.007908814586699009,-2.030668258666992
1729114988772520400,0.8505205078125,0.8496105670928955,0.000447307073045522,-0.008329442702233791,0.5273446440696716,0.014626327902078629,0.008024985902011395,-2.0306637287139893
1729114988828035000,0.90603515625,0.8496072292327881,0.0008187663624994457,-0.008578209206461906,0.5273454785346985,0.015440828166902065,0.007656174711883068,-2.0306589603424072
1729114988883587800,0.961587890625,0.8496038317680359,0.0008339066989719868,-0.0088110426440835,0.527347207069397,0.015852462500333786,0.007876058109104633,-2.030655860900879
1729114988939155200,1.0171552734375,0.8496024012565613,0.0006284060655161738,-0.008699306286871433,0.5273516774177551,0.01544580701738596,0.008107486180961132,-2.030647039413452
1729114988994666800,1.072666748046875,0.8496013283729553,0.0007094646571204066,-0.008878689259290695,0.5273502469062805,0.01583615317940712,0.00815892405807972,-2.0306503772735596
1729114989050231600,1.1282314453125,0.8496053218841553,0.0008441265672445297,-0.008643890731036663,0.5273476243019104,0.01557917706668377,0.007682396564632654,-2.030654191970825
1729114989105805300,1.183805419921875,0.8496018052101135,0.0006494212429970503,-0.008634263649582863,0.5273537039756775,0.015357417985796928,0.00800320878624916,-2.030641794204712
1729114989161396000,1.23939599609375,0.8496047854423523,0.0008080764673650265,-0.008495918475091457,0.5273507237434387,0.015289660543203354,0.007587639149278402,-2.030646324157715
1729114989216919300,1.294919189453125,0.8496046662330627,0.0009139156900346279,-0.008575989864766598,0.527349591255188,0.01553736999630928,0.007492226082831621,-2.030648708343506
1729114989272501200,1.350501220703125,0.8496056795120239,0.0007497981423512101,-0.008585592731833458,0.5273481011390686,0.015380618162453175,0.007781204767525196,-2.030653953552246
1729114989328014600,1.4060146484375,0.8496103882789612,0.0005885359714739025,-0.008603965863585472,0.527340292930603,0.015241842716932297,0.008074470795691013,-2.0306737422943115
1729114989383578400,1.461578369140625,0.8496120572090149,0.0005474007339216769,-0.00860812608152628,0.5273375511169434,0.015205555595457554,0.008148710243403912,-2.0306804180145264
1729114989439135500,1.517135498046875,0.8496118783950806,0.0005128823104314506,-0.008610252290964127,0.527337908744812,0.015172763727605343,0.008209615014493465,-2.030679941177368
1729114989494689500,1.572689453125,0.8496145009994507,0.0006618427578359842,-0.008512820117175579,0.5273351073265076,0.01516430638730526,0.007853676564991474,-2.0306849479675293
1729114989550248700,1.628248779296875,0.8496193289756775,0.0007822543266229331,-0.00863487645983696,0.5273252129554749,0.015498810447752476,0.007777617312967777,-2.030707597732544
1729114989605790500,1.68379052734375,0.8496206998825073,0.0006615601014345884,-0.008631105534732342,0.5273232460021973,0.01536513864994049,0.00797870010137558,-2.0307133197784424
1729114989661324000,1.739323974609375,0.8496215343475342,0.000559248321224004,-0.008628050796687603,0.527321994304657,0.015252060256898403,0.008149312809109688,-2.030717134475708
1729114989716876800,1.794876708984375,0.8496299982070923,0.0005175995756871998,-0.008622610941529274,0.5273085832595825,0.01519902516156435,0.00821410957723856,-2.0307493209838867
1729114989772431000,1.85043115234375,0.8496245741844177,0.0007904063095338643,-0.008649811148643494,0.5273164510726929,0.01553286798298359,0.007779356557875872,-2.0307281017303467
1729114989827978200,1.905978271484375,0.8496179580688477,0.0008266225922852755,-0.008842499926686287,0.5273239016532898,0.015898458659648895,0.007921178825199604,-2.0307109355926514
1729114989883560200,1.961560302734375,0.8496192693710327,0.0007380190072581172,-0.00878007523715496,0.5273229479789734,0.015698937699198723,0.008005885407328606,-2.0307137966156006
1729114989939145200,2.017145263671875,0.849622368812561,0.0009402277646586299,-0.008759604766964912,0.5273181796073914,0.015877440571784973,0.007640594616532326,-2.0307230949401855
1729114989994694000,2.07269384765625,0.8496177196502686,0.0007695084204897285,-0.008705008774995804,0.5273266434669495,0.015604541637003422,0.007873271591961384,-2.0307044982910156
1729114990050203000,2.128202880859375,0.8496086001396179,0.0006768721505068243,-0.008784988895058632,0.5273401141166687,0.015642641112208366,0.00811529066413641,-2.0306739807128906
1729114990105784600,2.18378466796875,0.8496065139770508,0.0009584525832906365,-0.00881140399724245,0.527342677116394,0.015984466299414635,0.007664719130843878,-2.030665159225464
1729114990161311200,2.239311279296875,0.8496049046516418,0.0006808873149566352,-0.008685491047799587,0.5273478031158447,0.015477714128792286,0.008003665134310722,-2.0306556224823
