0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,time
2.715793118863701,3.4519212831295443,2.8479301382607716,2.520624536995219,2.29538732595184,2.1842145747302446,2.212477153825723,2.541819537319358,3.727413741699939,3.2715091682964683,2.3804666170046853,2.254813657546943,2.5093311130147136,2.9475671869919897,3.469569266206225,3.796017781748132,2.742916889806592,3.083601460327501,4.072531132337284,3.0948495903408673,3.3681649058674092,4.170025375848445,2.4595205132264977,2.312225188062221,2.7186784449357866,2.0984060316681377,2.6576048597071993,2.226041354048189,2.0422076343923363,2.2804760931697494,2.1312791213779856,2.444902439999194,2.540402713758135,2.063262216100099,2.5535837394471237,2.7221957622487207,3.0131933660457655,2.2617781508871513,2.6980325289955043,3.3003837512351626,2.4306322602385406,2.002074844555178,2.501843011471153,2.004883410721746,3.4140769042968753
2.3497299576258506,4.045138942224877,2.017968857277232,2.8219460009585875,2.9295419386623576,2.2101147593154846,2.811800097347317,3.588242327563299,2.2228615672477448,2.9281755979437016,3.0414477108440505,3.2634331754315653,3.0907064231254373,2.3884892929543398,3.339139552871876,2.4923888074335334,3.141416388326974,2.2882062721357914,3.402671861698105,2.5241901261997572,3.192844098427321,2.91044945151596,3.6713867709472616,2.1890085048522523,2.1946114450608634,2.188164083557374,2.280254145950587,3.1866226017909294,2.7234570837533525,2.7964388450958166,2.9165627049413287,3.3280627575029738,2.5556190061294273,2.3309938110644297,2.0797181434935954,2.0247673628545315,2.5728426402693363,2.205078862430851,2.0342299719437724,2.3334815904232555,2.42369286561595,2.3238698728877774,3.238366637800264,2.3243855731179583,8.497260009765625
2.7989920039042415,3.4408372336745137,2.2711951371702477,2.0837190839167548,4.399298096719665,4.345245388771193,2.4813144317667857,2.2894189036707875,2.957538229408412,2.1231189346118793,2.246970661466428,3.2430583760553904,3.15766970849623,2.965477586368446,3.3920038019674013,2.8617834115456136,2.0543527805622217,3.030687259117299,3.873086337465295,2.070805086259449,3.887752152420389,3.1812461964341736,3.8743850534481954,2.757308075837525,3.8187324221358887,2.706158949909094,3.0118307521153684,2.703029875286466,3.4704992112713007,2.5276492311684096,2.223161297001822,2.8540321006918465,2.83682745802129,2.603560359858351,2.39637625592283,2.9163713904428867,2.7313370683811993,2.058413329064247,2.111065827486618,2.1695128229428313,2.377412243123113,2.2988500725701195,2.2723018112152684,2.030335673164475,6.297076171874998
2.449133246001541,2.0160921263175102,3.902701612083115,3.255773924494582,2.9471907235500336,2.4756853493469175,2.6311051619504386,2.4721409838646426,2.006034744957366,3.8889449047755553,3.1664839938550235,3.220254339525905,2.4073048522103275,2.034425167850049,3.533734052680558,2.6282731040370395,2.3301319971222716,2.752396197481614,2.2692900264429614,4.032260758681601,2.5857437533364496,2.3872106197946565,2.6396205791500527,2.7910038750487303,2.0223958342892945,2.288215471676963,2.93598001042824,2.5945438062760666,2.01658805265081,3.113926317758113,3.8018609436188506,2.147391293249644,2.298135875358448,3.912339382734176,3.198639594014167,3.2028705417968677,2.3331567857168167,3.0113438939338804,3.371351486339152,2.75001250572274,3.0625851180922505,2.716737359210854,4.096597928815631,2.643324812074807,3.452011474609371
2.328724504679633,2.3583030390342508,2.189482582576674,2.0725140839968197,2.2541235360753853,3.2421231718000763,2.8499331749937946,2.1231185333913936,2.792119602752782,2.4232672028505955,3.109029204883513,2.1972169678512103,2.1192120029635464,2.947561444868019,3.710135575081027,2.42278293067084,2.8372264698279634,4.459002501505279,2.1688088936471557,2.4272861635723775,2.534403992721137,2.2736223084716682,2.0565910377213448,3.580513834311846,3.255827909444172,2.718532773862933,3.031151547932273,3.119918395717012,2.153845639453144,2.740210254275824,2.0105750268150193,3.173054639973798,4.185070476268821,3.325120466353092,2.757334820227283,3.139261278369483,3.0888307562383956,2.5758665435067907,2.093810809267759,2.5025011955912713,2.9994777164956923,2.1632863550642756,2.960040406162872,3.0172432230287374,7.966178955078121
2.6377761660364527,2.51329513130207,2.1348936007005785,2.559395428718064,2.022107304064274,2.48489239599745,2.4354744621245668,3.383720372576074,2.4059245265647395,2.7926183439319594,2.985188329544297,2.736357323962939,3.4208299062340046,4.386846419425953,2.5119911808713273,2.1819175622403573,2.1479019112981503,3.5912162764360303,4.477283675137225,3.3273582571420643,4.257971639433018,4.060257802619965,2.7723683713127603,3.4359783457424737,4.269921382208668,2.189796981917482,3.638722582212893,2.5761819026557276,2.0495143340031365,2.9570222446373258,2.6231687410890316,3.5131612799547103,4.158717985448606,2.975636992969637,3.3080433731541166,3.2914809487678496,2.9194638480204826,3.199975124967174,2.11168931423751,2.419192442847858,2.6566227904202413,2.316345154067502,2.7607677516164357,3.0780815680720632,8.004111328125
2.257003116458943,3.332752340811244,2.0141328975368653,2.87028564779607,3.8391504024077423,3.2092150890534126,2.575845443800256,2.677401916248106,2.263200494274914,2.0460289451686267,2.1205202265125647,3.0434935312185134,2.2258928669404225,2.2108730230370233,2.0531140037567286,2.0341177587862647,2.2147896865254406,2.4514990380888246,2.89226142658528,2.455494756650822,3.2349809340575693,2.5187918784698673,2.3595926580117985,2.3841005284582235,3.3902314481035916,3.9115345375435333,2.1698397300856356,2.3037068146042037,3.011640151012185,2.7906159725977995,2.2517030608948607,2.6156974107045206,3.823726141954657,4.427226362120499,2.5558793040537098,3.434262229503296,3.10600537292372,2.1620823713205315,2.141244084131004,2.884160660352711,2.1932852833583105,2.7903659557164717,2.6346347432566004,2.142736770105685,7.6247670898437505
2.3108684567781532,4.405917023936295,3.498773120698656,2.536722001578655,2.2173771356519874,2.1997163750753645,2.5825494511078118,2.2864862947807483,2.441768702713539,2.005274535111717,2.000665113725297,2.3431341157943204,2.0786687705151747,2.000149089679843,2.132552207919003,4.340352534230498,2.0020056113321134,2.3678619211293093,2.4870600384523547,3.2419592481771944,2.0376664227063706,2.8010950625582143,2.234780948290619,3.6692387572351235,2.2197815374036174,2.0503279161007475,3.2038289425284336,4.164698070762986,2.277854743009605,2.0172810125848413,4.29795874458093,2.5754175557400125,4.487041128338161,3.677222658063355,2.1641805742166222,2.241765527651319,4.375401758523282,2.427945229923183,2.539032789265306,2.8107918324302155,2.151365519493941,3.275511927994266,3.553867649228248,2.253180861893257,8.383449951171876
2.930541398691971,2.2492085762183427,2.628964217342604,2.0143059353420183,2.175389115066254,2.007261474840283,2.1976760764565646,2.2884247082331233,2.2892276955767477,4.191482056084445,4.291025786595571,2.2483946698659047,2.7469744468292228,2.5545108956321436,2.1990346425412133,3.4553561240843544,3.252233630173844,2.904691062585156,2.657594849528191,2.1966908101555798,3.5497746986882626,3.598487261267973,2.6147323382225283,4.169327818851093,3.6534603906725702,2.0321043423942697,2.5235421415326975,2.0863702773627297,2.31624674802667,2.0193451143836922,3.5289695985972402,3.5303499226965873,4.320583429050844,4.222463799738991,2.642308241412859,2.050803352653717,2.3639932219134403,3.569679472425014,2.3291453647486797,3.9861334800236006,3.5403071329124147,4.051313799831684,3.4500027307722148,2.2018312719420914,8.87659399414062
3.5869230553306806,2.5861105525221486,2.2815303544766157,2.482879279442045,2.3723288451693936,2.3794997909023734,3.529151327085308,2.2415286954052287,2.806014695323361,4.145238246389592,3.756702532438314,2.3757686989885753,2.6275973578601493,2.057959737540326,3.9429162973848704,2.1295204265391012,2.7429422356031723,2.8412749508981334,2.11270371164745,3.9469744606791837,2.119110587359025,2.5825139017907244,2.9049203937928,2.5419701138021766,3.4351839733507927,2.427977656210653,2.0240059159240182,3.818663582840376,3.690967196187374,2.5252416224557996,2.005913836819276,2.605378749541834,2.6633193237880186,2.5263421416557983,3.1302281751628915,3.0640415193115076,2.124451601297785,4.144578162571309,3.729102548795689,3.0740798483574623,3.5581678945038737,2.719380839798374,2.1206599316983397,2.698639527859071,8.990393310546878
