0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,time
2.371575609676584,2.12211205981928,2.909207352993082,2.8965339362118745,3.5855777434516067,3.5627746123445916,3.186042584417503,3.018978454848105,3.135702342656085,4.709178893986723,2.8256257784493637,3.683825533617427,2.9126133778874013,2.044796870636768,2.4734057679823094,2.178171453438521,2.078850434358128,2.7154953396051806,4.671291454855276,3.1767124405343523,3.0784514399157783,2.4479395518527696,3.0438554207544617,2.563261306675772,2.959560279881727,3.5989052906707797,3.0140533119637807,2.548555439154487,3.3823702888952654,4.434848931376244,2.6925303991544167,4.853479269138648,2.3505392548737714,4.363474795029929,2.0527085098647206,3.2641449391542956,2.848080768338037,3.5806039577902062,2.015119990405685,3.7776585937550013,4.879147429183231,2.3983826876705585,3.1053184077168434,4.051899373361934,2.0962465232921765,2.044812190926559,2.5309602827047715,2.325784484122052,4.514234619140625
2.211903369292389,2.0859105208016104,2.666916287834623,2.343165076489527,2.0312133308461044,2.204108650223491,2.0148633146357455,2.0782443416254153,2.0763892222951417,2.0820990598072635,2.3734465738380592,2.9255747293150307,2.31754718341744,3.531883052424951,2.5832096956822457,2.248190395429682,3.141411656282528,3.2536357232199955,2.062722211449803,2.153973081525301,2.4789098532572225,2.954037886757528,2.4562417358995017,2.4540770437029673,4.593739974310914,2.0446485821750717,4.703097327873115,3.06738106884586,3.4017199974426826,2.5587732806805805,4.221337665874567,3.3498667434042866,3.382872524611452,2.5344913072598487,3.790285563490301,2.672671893309712,2.2506891458086757,2.7230421374223974,3.562811556920295,3.6368038795612603,2.35653355457061,2.5454002798944013,2.239836932069013,2.8837606745322835,3.0010380915992863,2.583433894748909,2.0140622153095684,3.31788018959459,10.35618359375
2.9627273853090936,2.0355393823612355,2.427896842309451,3.0536626973391527,4.277030875963296,4.884826935187581,2.773664677345968,3.0982408398319854,3.322927215984696,2.6295024161089313,2.6825360603143005,4.970819064794806,2.458605037989069,2.3156907502698374,2.527069847505926,3.4518427518851085,2.3198947654203264,2.3952746351019685,2.6652940746929,4.15818396683128,2.133894951523345,3.533500616090439,2.8399374662723673,2.888379269429753,2.641861117410472,2.84392542378264,2.1808663771341728,2.910048258698266,2.683323037358319,2.3153863921868054,2.8183476571843307,3.233446882362024,2.4381045535490697,3.013886846344619,3.734847485308165,3.0821659681926072,2.884643265756584,3.6514461899153527,2.1611916642216324,2.06946861244929,2.2613268204099866,2.167470016881107,2.449125056547831,2.583809929172201,2.581052637376047,2.0715380368220586,2.4085980627876706,2.1117397017256763,9.976835937499999
2.0298733442538306,2.960319860468153,2.601396921488232,2.766443307594516,2.7281318465443385,2.0062345499686454,2.030639286198223,2.203343549828067,2.7552209675426043,2.3478596479199703,2.15908612361924,2.0382550924925527,2.0223429035494096,2.6347445897304125,2.27825687033482,2.0679948132591828,4.135112507385272,2.199302779230373,3.745317594069217,2.388073358966092,2.371543350860231,3.4658451179368965,4.633612288285169,2.7868776310860475,4.855952126205841,2.055341772497232,4.086071715515998,2.059453326781757,2.7062700383970464,2.459693563472153,2.334488124560819,2.0844118866895305,2.466638827514135,2.3160380141592825,2.2428542328541097,2.9935203111375337,2.8180074407470146,2.904201579001622,3.132811021231315,2.863281729010322,2.218722861704686,2.0609862278575837,2.0234593270883474,3.1502284643743463,2.192580383667965,4.952481224093333,2.025807850684759,2.7314706442381818,11.645965820312497
2.823050421705824,2.0341553777010404,3.416577108261972,2.2839772825226556,2.6003320067634728,2.5506828588338384,3.63871897685007,3.2655352697168247,2.2136738657237403,2.490697999528451,2.6660422159337593,3.067904255278704,4.00400474974141,2.063517615520596,2.0950476582166253,4.4740214781731895,3.948141274895707,4.203732239344489,4.246168194473405,2.837642901687612,2.7677534062589197,2.475167869232303,2.5913206715098767,3.379147619064401,4.74767444286067,2.808639944294442,2.1820640565528193,2.047883051678907,2.1210986965733056,2.9686311765881466,2.879589637527327,2.5142957738082465,2.091040093231511,2.1803941910503535,4.6312112206023555,2.194856773668364,2.27012652145026,4.8554972009410395,3.6235431226112587,2.7802897284297305,2.140176796400225,2.3369470622576034,2.0319306138592137,2.0372528566752774,2.515831783820166,2.188437411073702,2.2520813001788227,2.315338491718805,9.900966796875004
2.645902458044297,2.202630249227127,2.2838781950320293,2.2319123481338607,2.424721736685459,2.562714229929948,2.5588239448145833,2.3241467035805212,2.0230541277822884,2.2384412431791025,2.093567501207364,2.005362396168308,2.803922176162272,3.814093219614676,2.0940433458188936,2.8480035760599853,2.8422128104649724,4.901869963276196,2.4302819555029704,2.0894542813353487,3.773295375767899,2.327529085160018,3.0081876584005354,2.5059691613511412,2.0026390047712472,2.1569261235368717,2.592117703366739,3.5907974246797223,2.2852685869085607,4.868015784619748,3.140057987695438,2.466935955396537,3.224476687433926,4.5287663246278935,3.671176071311003,3.1810811177174396,2.881771722334536,2.95532819964427,2.386456055982978,2.0741282302223314,3.621369159807906,3.863419708786756,2.2859433475708237,2.1806705862546543,2.1621771719283505,3.1633961299861815,2.069397466629204,3.1298752379845203,9.483682617187497
2.1681760108306576,2.444815131168854,2.750544456645016,2.2425904282778073,2.1427382736098046,3.7721342380340195,3.695413263062375,3.922720285669455,2.588070903860644,2.322421808684722,4.469658136870717,4.189450500925747,2.3964985671308314,2.7362176799040334,2.82516261365761,3.5557737042857487,3.9868426187765316,3.7986589891034934,3.9129396498249074,2.2335812581704166,3.650815815974568,2.0004739121596,4.681974967577618,3.3472505210907686,3.2140050584742395,2.4269209816771684,2.0473069331464404,2.994384835821439,2.335271434658852,2.4150523850637167,3.4499248278208063,2.258666303941026,2.5491998340017483,2.531237653898978,2.1554514726535645,2.22987984321987,2.3486157670243517,2.6162685655776623,2.3102983440025135,2.5212858821583555,2.767169342114789,2.38816938553174,2.214193718145543,2.3465949853386934,2.4366904132287703,2.2935171522220257,2.366242511798861,2.2224035336417027,6.638573974609372
2.0684708840458295,2.826104602305046,4.494188573315416,3.062823580245394,2.3701373064300686,2.5599295779980626,3.9929506417283873,3.089477439685789,4.630917312652527,2.4815089631918097,2.0325989335130386,4.1076860915624405,2.0065541333004977,4.680132158979201,2.2293417548777885,2.05318012434526,4.8419525243977946,3.1149030025748083,2.961114730081362,2.856096650214801,4.372892380406931,4.314843686587347,2.880964847883828,3.899816295722935,2.145010659947972,2.3214135569722245,3.0191461334137943,2.2788541098366535,4.718092794774633,2.621995432038186,2.1789770530048673,3.752388658574392,2.819658697545954,2.4517458298080252,3.3572729415639304,2.4261398147930064,2.009137670536593,2.282625025709355,2.661321629563524,3.646227529171412,2.242433788658425,3.4043609950275453,2.387664356912337,2.1014361821716907,2.22541034170406,2.2444144893357145,3.55078336873025,2.6659074934331333,6.031615478515633
2.5959934445211115,2.280732391289049,2.1112419593220664,2.0472529872248026,2.0021727713376323,2.1423807683491622,2.9991125117276565,2.091457593709063,3.865742550637603,2.6052692319676383,2.804725198942436,2.8008785339800317,2.7319321637638136,2.6785428301817853,2.74251063747087,2.6625849054008572,2.1996346610725173,3.079980895359645,2.373885141621267,3.093236770160838,2.185802579789059,2.5881248376679094,4.180096197132512,2.0925544289770657,3.366160854316313,2.136701771451124,2.275280109126527,2.1855174420759163,2.302013914854161,3.8534150427127805,4.576863736876622,3.8935874781485116,3.154995809178396,3.0029111955389403,2.8629134057766277,4.126174442352504,2.770144417558083,2.862725910986126,2.434881163739918,2.4167932369245197,2.482181399943954,3.1609073774419776,3.5621109878668418,2.7039408824738262,4.241734873710378,4.476407718739628,4.636997425714841,3.140430341810614,9.48366650390625
2.053900740049095,2.524367468772882,2.3639587900398773,2.0164649478379273,2.8836907433536405,3.332333534850141,2.29043534402674,2.059972249031664,3.6521620384090503,3.0511332209306037,3.7077915482836517,2.082753080421746,2.028637320887211,2.4267941955956958,2.186904338511609,3.193992489961765,3.137656178401438,2.7453531110722933,2.9260161664631696,2.3518551035176825,2.5460299608302828,2.313787285618114,2.312528040547364,4.117957606189931,2.8867223472263657,4.878736704588764,3.3213912961425787,3.496369351997713,3.3482060133647673,2.571238519837197,2.9062289605284417,3.9910793462178114,3.5872183641218056,2.6962465319442708,2.4130538536040262,2.468865336608701,2.945261917353276,2.0557107608268756,2.967445407171039,2.94119661600429,3.257937569168331,2.3697375349854304,2.442004483974517,2.2086511438945515,2.4831981788838267,2.382409648946,2.3253804919706242,2.092158087929461,9.7112666015625
