time,seconds_elapsed,z,y,x
1729114499724758300,0.05375830078125,0.00007635590736754239,0.00022906772210262716,0.00022906772210262716
1729114499758091300,0.08709130859375,-0.00007635590736754239,-0.0004581354442052543,-0.0009926267666742206
1729114499791424300,0.12042431640625,0.00038177953683771193,0.0004581354442052543,0.0010689827613532543
1729114499824757200,0.15375732421875,0.00038177953683771193,-0.0005344913806766272,-0.00015271181473508477
1729114499858090500,0.187090576171875,0.00007635590736754239,-0.00015271181473508477,-0.00015271181473508477
1729114499891423500,0.220423583984375,0.00022906772210262716,-0.00030542362947016954,-0.0007635590736754239
1729114499924756500,0.253756591796875,-0.0008399150101467967,-0.00007635590736754239,-0.00015271181473508477
1729114499958089500,0.28708935546875,0.00022906772210262716,0.00015271181473508477,0.00030542362947016954
1729114499991422500,0.32042236328125,0.00007635590736754239,0.0004581354442052543,0.00015271181473508477
1729114500024755500,0.35375537109375,0.00022906772210262716,0.00030542362947016954,-0.00015271181473508477
1729114500058088400,0.38708837890625,0.00038177953683771193,-0.00015271181473508477,-0.00015271181473508477
1729114500091421400,0.42042138671875,0.00038177953683771193,-0.00015271181473508477,-0.00015271181473508477
1729114500124754400,0.45375439453125,-0.00022906772210262716,-0.00015271181473508477,-0.00015271181473508477
1729114500158087700,0.487087646484375,0.00038177953683771193,-0.00015271181473508477,0.0004581354442052543
1729114500191420700,0.520420654296875,-0.00030542362947016954,0.0004581354442052543,-0.00015271181473508477
1729114500224753700,0.553753662109375,0.00015271181473508477,-0.00015271181473508477,-0.00015271181473508477
1729114500258086700,0.587086669921875,0,-0.00015271181473508477,0.00022906772210262716
1729114500291419600,0.620419677734375,0.0006108472589403391,-0.00015271181473508477,-0.00015271181473508477
1729114500324752600,0.653752685546875,-0.00022906772210262716,0.0004581354442052543,-0.00015271181473508477
1729114500358085600,0.687085693359375,-0.00022906772210262716,-0.00015271181473508477,-0.00015271181473508477
1729114500391418600,0.720418701171875,-0.0006108472589403391,-0.00015271181473508477,0.00022906772210262716
1729114500424751600,0.753751708984375,0,-0.0005344913806766272,-0.00015271181473508477
1729114500458084900,0.7870849609375,-0.00022906772210262716,0.00038177953683771193,-0.00015271181473508477
1729114500491417900,0.82041796875,0.00030542362947016954,-0.000687203137204051,0.00038177953683771193
1729114500524750800,0.853750732421875,0.00015271181473508477,0.00030542362947016954,0.00007635590736754239
1729114500558083800,0.887083740234375,0.00022906772210262716,-0.00015271181473508477,-0.0005344913806766272
1729114500591416800,0.920416748046875,0.00030542362947016954,-0.00015271181473508477,0.00038177953683771193
1729114500624749800,0.953749755859375,0.00030542362947016954,-0.000687203137204051,0.00038177953683771193
1729114500658082800,0.987082763671875,-0.00022906772210262716,-0.00015271181473508477,-0.00015271181473508477
1729114500691415800,1.020415771484375,0.00038177953683771193,-0.00038177953683771193,0.00007635590736754239
1729114500724748800,1.053748779296875,-0.00022906772210262716,0.00038177953683771193,-0.00015271181473508477
1729114500758082000,1.08708203125,-0.00022906772210262716,-0.00015271181473508477,-0.00015271181473508477
1729114500791415000,1.1204150390625,-0.00007635590736754239,-0.00030542362947016954,-0.00015271181473508477
1729114500824748000,1.153748046875,0.000687203137204051,-0.00015271181473508477,-0.00015271181473508477
1729114500858081000,1.1870810546875,-0.00007635590736754239,-0.00015271181473508477,-0.00015271181473508477
1729114500891414000,1.2204140625,0.00038177953683771193,-0.00015271181473508477,-0.00015271181473508477
1729114500924747000,1.2537470703125,0.00022906772210262716,0.00007635590736754239,-0.00030542362947016954
1729114500958080000,1.287080078125,-0.00022906772210262716,-0.00015271181473508477,0.00015271181473508477
1729114500991413000,1.3204130859375,-0.00007635590736754239,0.00030542362947016954,0.00015271181473508477
1729114501024746000,1.35374609375,-0.00022906772210262716,-0.00015271181473508477,-0.0007635590736754239
1729114501058079200,1.387079345703125,0.00022906772210262716,-0.00015271181473508477,0
1729114501091412200,1.420412109375,0.00038177953683771193,-0.00015271181473508477,-0.00015271181473508477
1729114501124745200,1.4537451171875,0.00038177953683771193,0.00007635590736754239,0.00030542362947016954
1729114501158078200,1.487078125,0.00038177953683771193,-0.00015271181473508477,-0.00015271181473508477
1729114501191411200,1.5204111328125,0.00030542362947016954,0,-0.00007635590736754239
1729114501224744200,1.553744140625,0.00038177953683771193,0,-0.0004581354442052543
1729114501258077200,1.5870771484375,0.0005344913806766272,0,-0.00007635590736754239
1729114501291410200,1.62041015625,-0.00030542362947016954,0,-0.00007635590736754239
1729114501324743200,1.6537431640625,0.00015271181473508477,0,-0.00007635590736754239
1729114501358076400,1.687076416015625,0,0.00022906772210262716,-0.00007635590736754239
1729114501391409400,1.720409423828125,0.00022906772210262716,-0.0004581354442052543,-0.00007635590736754239
1729114501424742400,1.753742431640625,-0.0004581354442052543,0,0
1729114501458075400,1.787075439453125,0.00007635590736754239,-0.00007635590736754239,0
1729114501491408400,1.820408447265625,-0.00015271181473508477,0.00030542362947016954,0
1729114501524741400,1.853741455078125,0.0006108472589403391,0.00007635590736754239,0
1729114501558074400,1.887074462890625,-0.00038177953683771193,-0.00007635590736754239,0.0005344913806766272
1729114501591407400,1.920407470703125,0.00015271181473508477,0.0004581354442052543,0
1729114501624740400,1.953740234375,-0.00022906772210262716,-0.00022906772210262716,0.00038177953683771193
1729114501658073600,1.987073486328125,0.00022906772210262716,-0.00007635590736754239,0.00038177953683771193
1729114501691406600,2.020406494140625,-0.0004581354442052543,-0.0006108472589403391,0
1729114501724739600,2.053739501953125,0.00015271181473508477,0.0005344913806766272,0
1729114501758072600,2.087072509765625,0.00022906772210262716,-0.00007635590736754239,0
1729114501791405600,2.120405517578125,0.0005344913806766272,-0.00007635590736754239,0.0009162708884105086
1729114501824738600,2.153738525390625,-0.00038177953683771193,-0.00015271181473508477,0
1729114501858071600,2.187071533203125,0.00015271181473508477,-0.00007635590736754239,0
1729114501891404500,2.220404541015625,-0.00015271181473508477,0.0005344913806766272,-0.00007635590736754239
1729114501924737800,2.25373779296875,-0.00007635590736754239,-0.000687203137204051,0.00022906772210262716
1729114501958070800,2.28707080078125,0.00007635590736754239,-0.00007635590736754239,-0.00007635590736754239
1729114501991403800,2.32040380859375,-0.0009926267666742206,-0.00007635590736754239,-0.00007635590736754239
1729114502024736800,2.35373681640625,0.00007635590736754239,-0.00007635590736754239,0.00038177953683771193
1729114502058069800,2.38706982421875,-0.00007635590736754239,-0.00007635590736754239,0.00022906772210262716
1729114502091402800,2.42040283203125,0.00022906772210262716,0,0
1729114502124735700,2.45373583984375,-0.00038177953683771193,0,-0.00015271181473508477
1729114502158068700,2.48706884765625,0.00007635590736754239,0.0004581354442052543,0.00015271181473508477
1729114502191401700,2.520401611328125,-0.00007635590736754239,0.0006108472589403391,0.00015271181473508477
1729114502224735000,2.55373486328125,0.00007635590736754239,0,-0.00030542362947016954
1729114502258068000,2.58706787109375,-0.00030542362947016954,0,-0.00015271181473508477
1729114502291401000,2.62040087890625,-0.00022906772210262716,0.0006108472589403391,-0.00015271181473508477
1729114502324734000,2.65373388671875,0.00030542362947016954,-0.00038177953683771193,-0.00015271181473508477
1729114502358067000,2.68706689453125,-0.00030542362947016954,-0.00022906772210262716,-0.00015271181473508477
1729114502391400000,2.72039990234375,0.00022906772210262716,0.0006108472589403391,-0.00015271181473508477
1729114502424733000,2.75373291015625,-0.00038177953683771193,0.00007635590736754239,-0.00015271181473508477
1729114502458066000,2.78706591796875,0,0,0.00007635590736754239
1729114502491399000,2.82039892578125,0.00015271181473508477,-0.0004581354442052543,-0.00015271181473508477
1729114502524732200,2.853732177734375,0.00030542362947016954,-0.00007635590736754239,0.00038177953683771193
1729114502558065200,2.887065185546875,-0.00030542362947016954,-0.00007635590736754239,-0.00015271181473508477
1729114502591398100,2.920398193359375,0.00030542362947016954,-0.0004581354442052543,-0.00015271181473508477
1729114502624731100,2.953731201171875,0.00015271181473508477,-0.00007635590736754239,-0.00030542362947016954
1729114502658064100,2.987064208984375,0.00038177953683771193,-0.00007635590736754239,-0.00007635590736754239
1729114502691397000,3.020397216796875,0.00038177953683771193,-0.00007635590736754239,0.0004581354442052543
1729114502724730000,3.053730224609375,0.00038177953683771193,-0.00030542362947016954,-0.00007635590736754239
1729114502758063000,3.08706298828125,-0.00022906772210262716,-0.00007635590736754239,0.00015271181473508477
