time,seconds_elapsed,z,y,x
1729114499696945200,0.025945068359375,9.805595397949219,-0.07691434025764465,-0.12152581661939621
1729114499734879500,0.06387939453125,9.80557632446289,-0.06379254162311554,-0.13032348453998566
1729114499772813600,0.1018134765625,9.805493354797363,-0.06990694254636765,-0.1334046870470047
1729114499810748000,0.139747802734375,9.805523872375488,-0.06675605475902557,-0.13272587954998016
1729114499848682000,0.177681884765625,9.805519104003906,-0.06688105314970016,-0.13302931189537048
1729114499886616300,0.2156162109375,9.805512428283691,-0.06585612148046494,-0.13408619165420532
1729114499924550400,0.25355029296875,9.805505752563477,-0.06657375395298004,-0.13424152135849
1729114499962484500,0.291484375,9.805511474609375,-0.06615670770406723,-0.1340617835521698
1729114500000418800,0.329418701171875,9.80551528930664,-0.06623467057943344,-0.13362979888916016
1729114500038353000,0.367352783203125,9.805508613586426,-0.06613625586032867,-0.134248286485672
1729114500076287200,0.405287353515625,9.805502891540527,-0.06604950875043869,-0.13466735184192657
1729114500114221300,0.44322119140625,9.805505752563477,-0.06622816622257233,-0.13440075516700745
1729114500152155600,0.48115576171875,9.805503845214844,-0.06617502123117447,-0.13456031680107117
1729114500190089700,0.51908984375,9.805511474609375,-0.0660039633512497,-0.13404563069343567
1729114500228023800,0.55702392578125,9.805516242980957,-0.06659475713968277,-0.13350822031497955
1729114500265958100,0.594958251953125,9.805512428283691,-0.06662406027317047,-0.13368600606918335
1729114500303892200,0.632892333984375,9.805505752563477,-0.06663042306900024,-0.13418328762054443
1729114500341826600,0.67082666015625,9.805500984191895,-0.06727440655231476,-0.1342519223690033
1729114500379760600,0.7087607421875,9.805488586425781,-0.06797850131988525,-0.13468338549137115
1729114500417695000,0.746695068359375,9.80549144744873,-0.06809880584478378,-0.1344594806432724
1729114500455629000,0.784629150390625,9.805498123168945,-0.06883081793785095,-0.13368353247642517
1729114500493563100,0.822563232421875,9.805492401123047,-0.06962501257658005,-0.13367624580860138
1729114500531497500,0.86049755859375,9.805500984191895,-0.06921497732400894,-0.13323894143104553
1729114500569431600,0.898431640625,9.805510520935059,-0.06851989030838013,-0.1328965723514557
1729114500607366000,0.936365966796875,9.805505752563477,-0.06836005300283432,-0.13326828181743622
1729114500645300000,0.974300048828125,9.805497169494629,-0.06818919628858566,-0.13407181203365326
1729114500683234300,1.012234375,9.805516242980957,-0.06738266348838806,-0.13302800059318542
1729114500721168400,1.05016845703125,9.805532455444336,-0.0672057718038559,-0.13194061815738678
1729114500759102500,1.0881025390625,9.80551528930664,-0.0680263489484787,-0.13284745812416077
1729114500797036800,1.126036865234375,9.805519104003906,-0.06864189356565475,-0.13216176629066467
1729114500834971000,1.163970947265625,9.805517196655273,-0.06866823881864548,-0.1322455108165741
1729114500872905200,1.2019052734375,9.805513381958008,-0.06909438222646713,-0.13239359855651855
1729114500910839300,1.23983935546875,9.80550765991211,-0.06908641010522842,-0.13275445997714996
1729114500948773400,1.2777734375,9.805501937866211,-0.06907996535301208,-0.13320907950401306
1729114500986707700,1.315707763671875,9.805502891540527,-0.0689539760351181,-0.13320009410381317
1729114501024641800,1.353641845703125,9.805510520935059,-0.06863653659820557,-0.1328081488609314
1729114501062576000,1.391576171875,9.805519104003906,-0.0680568590760231,-0.13249947130680084
1729114501100510200,1.42951025390625,9.805517196655273,-0.06816401332616806,-0.13258570432662964
1729114501138444500,1.467444580078125,9.805500030517578,-0.0685146301984787,-0.13367314636707306
1729114501176378600,1.505378662109375,9.805493354797363,-0.0685429498553276,-0.13408933579921722
1729114501214312700,1.543312744140625,9.805500030517578,-0.06792078167200089,-0.13401563465595245
1729114501252247000,1.5812470703125,9.805490493774414,-0.0682314932346344,-0.13452769815921783
1729114501290181000,1.61918115234375,9.805493354797363,-0.06867306679487228,-0.13409313559532166
1729114501328115500,1.657115478515625,9.805492401123047,-0.06829588860273361,-0.13431671261787415
1729114501366049500,1.695049560546875,9.805492401123047,-0.06820619851350784,-0.13431796431541443
1729114501403983600,1.732983642578125,9.80549430847168,-0.06849124282598495,-0.13403372466564178
1729114501441918000,1.77091796875,9.805486679077148,-0.06914156675338745,-0.13425512611865997
1729114501479852000,1.80885205078125,9.805481910705566,-0.06934485584497452,-0.13459675014019012
1729114501517786400,1.846786376953125,9.805486679077148,-0.06939108669757843,-0.13421402871608734
1729114501555720400,1.884720458984375,9.8054780960083,-0.06918425858020782,-0.13483095169067383
1729114501593654500,1.922654541015625,9.805482864379883,-0.07017643004655838,-0.13407722115516663
1729114501631588900,1.9605888671875,9.805498123168945,-0.06963835656642914,-0.13325321674346924
1729114501669523000,1.99852294921875,9.805508613586426,-0.06917567551136017,-0.13268204033374786
1729114501707457300,2.036457275390625,9.805496215820312,-0.06934734433889389,-0.1335562914609909
1729114501745391400,2.074391357421875,9.80548095703125,-0.06939096748828888,-0.134603351354599
1729114501783325700,2.11232568359375,9.805485725402832,-0.06934267282485962,-0.13420447707176208
1729114501821259800,2.150259765625,9.805484771728516,-0.06864475458860397,-0.13465923070907593
1729114501859193900,2.18819384765625,9.805488586425781,-0.06913529336452484,-0.1341770589351654
1729114501897128200,2.226128173828125,9.805490493774414,-0.06894154101610184,-0.13407443463802338
1729114501935062300,2.264062255859375,9.8054838180542,-0.06894247233867645,-0.13459491729736328
1729114501972996600,2.30199658203125,9.805488586425781,-0.06864708662033081,-0.1344122737646103
1729114502010930700,2.3399306640625,9.805502891540527,-0.06803707778453827,-0.13369621336460114
1729114502048865000,2.377864990234375,9.805500030517578,-0.06753309816122055,-0.13412748277187347
1729114502086799000,2.415799072265625,9.805501937866211,-0.06754995882511139,-0.1340060532093048
1729114502124733200,2.453733154296875,9.805511474609375,-0.06722582876682281,-0.13348469138145447
1729114502162667500,2.49166748046875,9.805502891540527,-0.06767983734607697,-0.13388395309448242
1729114502200601600,2.5296015625,9.80550479888916,-0.0674925148487091,-0.13382026553153992
1729114502238536000,2.567535888671875,9.80550765991211,-0.06749730557203293,-0.13362297415733337
1729114502276470000,2.605469970703125,9.805524826049805,-0.06638086587190628,-0.13294367492198944
1729114502314404400,2.643404296875,9.805520057678223,-0.06692332029342651,-0.13302484154701233
1729114502352338400,2.68133837890625,9.80551815032959,-0.06818272918462753,-0.1325000375509262
1729114502390272500,2.7192724609375,9.805524826049805,-0.06828668713569641,-0.1319490224123001
1729114502428206800,2.757206787109375,9.805516242980957,-0.06862840056419373,-0.13237711787223816
1729114502466141000,2.795140869140625,9.80553150177002,-0.06767227500677109,-0.13178278505802155
1729114502504075300,2.8330751953125,9.805537223815918,-0.06768642365932465,-0.13138999044895172
1729114502542009300,2.87100927734375,9.805546760559082,-0.06744023412466049,-0.13069689273834229
1729114502579943400,2.908943359375,9.805545806884766,-0.06720291823148727,-0.13097696006298065
1729114502617877800,2.946877685546875,9.805540084838867,-0.06750934571027756,-0.1311720311641693
1729114502655811800,2.984811767578125,9.805526733398438,-0.0685507282614708,-0.13170461356639862
1729114502693746200,3.02274609375,9.805519104003906,-0.0692644789814949,-0.13182389736175537
1729114502731680300,3.06068017578125,9.805516242980957,-0.06908335536718369,-0.13218705356121063
1729114502769614300,3.0986142578125,9.805520057678223,-0.06868889182806015,-0.13206686079502106
1729114502807548700,3.136548583984375,9.805499076843262,-0.06857286393642426,-0.13365072011947632
1729114502845482800,3.174482666015625,9.805503845214844,-0.06799932569265366,-0.13366717100143433
1729114502883417000,3.2124169921875,9.805487632751465,-0.06871424615383148,-0.13443125784397125
1729114502921351200,3.25035107421875,9.805497169494629,-0.06838753074407578,-0.13388553261756897
1729114502959285200,3.28828515625,9.805490493774414,-0.06886165589094162,-0.1341497153043747
1729114502997219600,3.326219482421875,9.805501937866211,-0.06888898462057114,-0.13328243792057037
1729114503035153700,3.364153564453125,9.805503845214844,-0.06901898980140686,-0.13311535120010376
1729114503073088000,3.402087890625,9.805506706237793,-0.06901237368583679,-0.13292764127254486
